受付日時,チケットID,カテゴリ,部門,優先度,対応者役職,対応時間分,解決日,FCRフラグ,SLA達成,再発フラグ,対応形態,問合せソース,要因区分,顧客満足度
2026-01-24 18:55,HD2601241289,ネットワーク,人事,高,課長,104,2026-01-24,あり,達成,なし,電話,チャット,設定不備,5
2024-10-11 07:55,HD2410111290,アカウント,人事,中,係長,41,2024-10-11,あり,達成,なし,オンサイト,メール,その他,4
2025-09-03 23:14,HD2509031291,VPN,総務,中,課長,53,2025-09-04,なし,達成,なし,電話,チャット,仕様,4
2025-07-21 14:21,HD2507211292,業務システム,人事,低,課長,17,2025-07-21,あり,達成,なし,リモート,チケット,教育不足,5
2026-02-11 03:24,HD2602111293,SaaS利用,開発,低,係長,38,2026-02-11,あり,達成,なし,オンサイト,対面,ハード故障,5
2025-10-21 22:15,HD2510211294,アカウント,開発,緊急,係長,188,2025-10-22,なし,未達,なし,リモート,メール,外部要因,2
2024-04-05 21:08,HD2404051295,PCトラブル,開発,中,係長,74,2024-04-05,あり,達成,なし,リモート,チケット,仕様,4
2025-11-05 13:27,HD2511051296,PCトラブル,製造,低,課長,45,2025-11-05,あり,達成,なし,リモート,チケット,設定不備,4
2025-09-11 12:30,HD2509111297,メール,開発,緊急,主任,213,2025-09-11,なし,未達,なし,リモート,チャット,外部要因,3
2024-06-16 21:54,HD2406161298,メール,製造,中,主任,91,2024-06-16,あり,達成,なし,リモート,メール,仕様,5
2026-02-06 06:36,HD2602061299,SaaS利用,営業,低,係長,41,2026-02-06,あり,達成,なし,リモート,チャット,仕様,4
2024-04-02 11:26,HD2404021300,PCトラブル,マーケ,中,課長,60,2024-04-02,なし,達成,なし,オンサイト,チケット,脆弱性,3
2025-06-16 02:54,HD2506161301,VPN,マーケ,低,主任,25,2025-06-16,あり,達成,あり,リモート,メール,ハード故障,5
2024-05-27 04:30,HD2405271302,VPN,開発,中,主任,100,2024-05-27,あり,達成,なし,リモート,チケット,設定不備,5
2025-05-06 12:19,HD2505061303,PCトラブル,法務,低,係長,36,2025-05-06,なし,達成,なし,リモート,チケット,教育不足,4
2025-05-17 03:05,HD2505171304,PCトラブル,製造,中,主任,5,2025-05-17,あり,達成,なし,リモート,メール,脆弱性,5
2025-04-01 21:17,HD2504011305,VPN,開発,低,係長,29,2025-04-01,あり,達成,なし,オンサイト,チャット,脆弱性,4
2024-08-07 19:59,HD2408071306,アカウント,製造,中,主任,51,2024-08-07,あり,達成,なし,リモート,チケット,設定不備,5
2025-06-24 00:46,HD2506241307,PCトラブル,製造,中,課長,77,2025-06-24,あり,達成,なし,リモート,チャット,外部要因,5
2024-12-12 18:01,HD2412121308,PCトラブル,経理,高,課長,186,2024-12-12,あり,未達,なし,オンサイト,チャット,仕様,3
2026-04-01 00:52,HD2604011309,メール,人事,低,係長,10,2026-04-01,あり,達成,あり,リモート,チャット,その他,5
2025-04-24 02:31,HD2504241310,セキュリティ,総務,低,主任,31,2025-04-24,なし,達成,なし,リモート,チャット,ハード故障,4
2026-04-13 20:34,HD2604131311,SaaS利用,マーケ,高,課長,151,2026-04-13,あり,未達,なし,電話,メール,ハード故障,3
2025-07-27 11:19,HD2507271312,PCトラブル,経理,低,主任,13,2025-07-27,あり,達成,なし,リモート,チャット,仕様,5
2024-01-06 08:44,HD2401061313,VPN,営業,低,主任,17,2024-01-06,あり,達成,なし,リモート,メール,外部要因,5
2025-08-11 23:02,HD2508111314,ネットワーク,営業,中,係長,61,2025-08-12,あり,達成,なし,オンサイト,チケット,脆弱性,5
2025-07-27 14:37,HD2507271315,ネットワーク,営業,緊急,係長,317,2025-07-27,あり,未達,なし,リモート,チケット,ハード故障,3
2025-02-18 11:08,HD2502181316,PCトラブル,法務,中,係長,54,2025-02-18,あり,達成,なし,オンサイト,チャット,仕様,5
2024-05-24 19:09,HD2405241317,アカウント,営業,中,主任,63,2024-05-24,あり,達成,なし,リモート,対面,教育不足,5
2024-06-21 06:57,HD2406211318,PCトラブル,営業,低,主任,28,2024-06-21,あり,達成,なし,リモート,チャット,ハード故障,5
2025-10-21 21:04,HD2510211319,セキュリティ,製造,低,主任,7,2025-10-21,あり,達成,なし,リモート,チケット,教育不足,5
2026-04-21 03:29,HD2604211320,PCトラブル,人事,中,課長,65,2026-04-21,あり,達成,なし,オンサイト,チャット,仕様,5
2024-08-08 08:16,HD2408081321,メール,経理,低,課長,18,2024-08-08,あり,達成,なし,リモート,メール,ハード故障,5
2026-05-09 12:14,HD2605091322,PCトラブル,人事,低,主任,28,2026-05-09,あり,達成,なし,リモート,電話,教育不足,5
2026-05-01 10:46,HD2605011323,PCトラブル,マーケ,高,主任,186,2026-05-01,あり,未達,なし,電話,メール,その他,1
2025-01-11 11:07,HD2501111324,PCトラブル,人事,高,主任,151,2025-01-11,あり,未達,なし,オンサイト,チャット,その他,1
2024-03-07 20:32,HD2403071325,アカウント,経理,高,課長,134,2024-03-07,あり,未達,なし,電話,メール,設定不備,3
2025-06-06 07:14,HD2506061326,ネットワーク,人事,中,係長,50,2025-06-06,あり,達成,なし,リモート,対面,設定不備,5
2025-06-04 01:36,HD2506041327,アカウント,開発,緊急,課長,58,2025-06-04,あり,未達,なし,リモート,チャット,設定不備,3
2024-11-17 00:37,HD2411171328,PCトラブル,営業,中,課長,38,2024-11-17,あり,達成,なし,リモート,チケット,設定不備,5
2024-04-09 19:41,HD2404091329,メール,法務,低,係長,44,2024-04-09,あり,達成,なし,リモート,チャット,設定不備,5
2025-09-30 08:38,HD2509301330,SaaS利用,営業,低,係長,26,2025-09-30,なし,達成,あり,リモート,チケット,教育不足,3
2025-10-20 23:59,HD2510201331,アカウント,総務,低,係長,27,2025-10-21,あり,達成,なし,リモート,チケット,外部要因,5
2025-11-23 22:45,HD2511231332,業務システム,マーケ,低,課長,44,2025-11-23,あり,達成,なし,リモート,チケット,ハード故障,5
2024-02-24 23:08,HD2402241333,ネットワーク,法務,中,課長,97,2024-02-25,なし,達成,なし,リモート,チケット,教育不足,4
2024-09-22 00:25,HD2409221334,VPN,総務,中,主任,33,2024-09-22,あり,達成,なし,リモート,メール,ハード故障,4
2024-06-13 19:31,HD2406131335,セキュリティ,総務,低,課長,20,2024-06-13,あり,達成,なし,オンサイト,チケット,外部要因,5
2025-12-26 22:36,HD2512261336,その他,経理,中,係長,91,2025-12-27,なし,達成,なし,電話,チケット,教育不足,4
2024-07-20 20:14,HD2407201337,アカウント,製造,中,課長,126,2024-07-20,あり,達成,なし,リモート,チケット,設定不備,5
2025-03-02 00:11,HD2503021338,ネットワーク,総務,高,課長,129,2025-03-02,なし,達成,なし,リモート,対面,設定不備,4
2024-01-20 06:12,HD2401201339,PCトラブル,法務,高,係長,170,2024-01-20,あり,未達,なし,オンサイト,メール,外部要因,2
2025-02-24 08:02,HD2502241340,その他,人事,低,係長,21,2025-02-24,あり,達成,なし,オンサイト,チャット,教育不足,5
2024-10-04 10:44,HD2410041341,ネットワーク,人事,中,主任,63,2024-10-04,あり,達成,なし,オンサイト,チャット,設定不備,5
2024-02-20 13:25,HD2402201342,メール,営業,低,課長,17,2024-02-20,あり,達成,なし,リモート,電話,外部要因,5
2025-08-01 08:59,HD2508011343,アカウント,情シス,低,課長,31,2025-08-01,あり,達成,なし,オンサイト,チケット,教育不足,5
2025-06-05 21:19,HD2506051344,業務システム,経理,高,係長,15,2025-06-05,あり,達成,なし,オンサイト,チャット,外部要因,4
2025-10-06 20:32,HD2510061345,アカウント,法務,中,係長,47,2025-10-06,あり,達成,なし,リモート,チャット,設定不備,4
2024-08-06 18:20,HD2408061346,アカウント,総務,緊急,主任,172,2024-08-06,あり,未達,なし,リモート,チケット,その他,1
2026-05-27 22:41,HD2605271347,アカウント,情シス,低,課長,38,2026-05-27,あり,達成,なし,リモート,メール,ハード故障,5
2024-12-16 11:50,HD2412161348,VPN,製造,低,課長,31,2024-12-16,あり,達成,なし,オンサイト,メール,外部要因,4
2026-02-18 08:46,HD2602181349,セキュリティ,法務,低,課長,42,2026-02-18,あり,達成,あり,リモート,チャット,その他,4
2024-01-23 15:27,HD2401231350,プリンタ,マーケ,低,係長,14,2024-01-23,あり,達成,なし,リモート,メール,仕様,5
2024-03-18 07:47,HD2403181351,メール,人事,高,係長,104,2024-03-18,なし,未達,なし,リモート,チケット,設定不備,3
2024-07-11 08:07,HD2407111352,アカウント,情シス,低,課長,13,2024-07-11,あり,達成,なし,電話,メール,仕様,5
2025-08-25 23:28,HD2508251353,セキュリティ,マーケ,低,係長,17,2025-08-25,あり,達成,なし,リモート,電話,教育不足,5
2024-06-22 08:16,HD2406221354,ネットワーク,開発,中,主任,50,2024-06-22,あり,達成,あり,リモート,チケット,設定不備,5
2025-09-19 08:05,HD2509191355,プリンタ,開発,高,課長,91,2025-09-19,あり,達成,なし,リモート,チャット,脆弱性,5
2025-06-18 13:04,HD2506181356,PCトラブル,開発,低,主任,26,2025-06-18,なし,達成,なし,リモート,メール,外部要因,4
2024-02-04 05:55,HD2402041357,PCトラブル,マーケ,低,課長,19,2024-02-04,あり,達成,なし,リモート,チャット,教育不足,4
2025-08-07 23:11,HD2508071358,ネットワーク,総務,中,係長,30,2025-08-07,あり,達成,なし,オンサイト,チケット,その他,5
2024-05-06 05:56,HD2405061359,アカウント,情シス,中,課長,5,2024-05-06,あり,達成,なし,リモート,チケット,仕様,5
2025-06-19 18:44,HD2506191360,VPN,経理,低,主任,38,2025-06-19,なし,達成,なし,オンサイト,チケット,設定不備,3
2026-01-17 19:54,HD2601171361,VPN,開発,中,課長,93,2026-01-17,あり,達成,なし,オンサイト,チケット,設定不備,4
2026-05-17 19:24,HD2605171362,プリンタ,人事,低,係長,28,2026-05-17,なし,達成,なし,リモート,チケット,設定不備,4
2025-01-18 16:50,HD2501181363,アカウント,製造,中,係長,71,2025-01-18,あり,達成,なし,リモート,チャット,教育不足,5
2024-01-07 22:52,HD2401071364,セキュリティ,経理,中,課長,97,2024-01-08,あり,達成,なし,リモート,対面,設定不備,5
2026-01-19 12:19,HD2601191365,ネットワーク,経理,中,課長,5,2026-01-19,あり,達成,なし,リモート,チケット,その他,4
2024-09-16 17:38,HD2409161366,SaaS利用,経理,低,係長,27,2024-09-16,あり,達成,なし,リモート,チャット,ハード故障,5
2025-12-06 00:23,HD2512061367,SaaS利用,マーケ,低,主任,21,2025-12-06,なし,達成,なし,オンサイト,チャット,設定不備,4
2025-10-06 05:58,HD2510061368,アカウント,開発,低,係長,14,2025-10-06,あり,達成,なし,オンサイト,メール,教育不足,5
2026-01-16 22:23,HD2601161369,SaaS利用,マーケ,低,主任,32,2026-01-16,あり,達成,なし,リモート,チケット,その他,4
2025-03-12 09:25,HD2503121370,PCトラブル,経理,中,係長,51,2025-03-12,あり,達成,なし,リモート,チケット,設定不備,4
2025-02-21 10:06,HD2502211371,SaaS利用,製造,低,課長,21,2025-02-21,あり,達成,なし,オンサイト,チケット,教育不足,5
2025-05-24 23:45,HD2505241372,PCトラブル,人事,高,課長,134,2025-05-25,あり,未達,なし,電話,チケット,外部要因,3
2024-08-28 05:22,HD2408281373,その他,法務,低,課長,35,2024-08-28,あり,達成,なし,電話,チャット,仕様,5
2026-03-28 11:52,HD2603281374,VPN,営業,中,課長,71,2026-03-28,なし,達成,あり,オンサイト,チケット,その他,2
2025-06-14 23:18,HD2506141375,プリンタ,総務,中,主任,53,2025-06-15,あり,達成,なし,リモート,チケット,その他,5
2025-10-12 10:29,HD2510121376,ネットワーク,経理,低,主任,5,2025-10-12,なし,達成,あり,電話,チケット,設定不備,3
2025-03-09 05:39,HD2503091377,ネットワーク,製造,低,係長,28,2025-03-09,あり,達成,なし,オンサイト,チケット,教育不足,5
2025-08-27 02:46,HD2508271378,SaaS利用,営業,低,課長,33,2025-08-27,あり,達成,なし,オンサイト,電話,ハード故障,5
2026-02-03 06:11,HD2602031379,ネットワーク,経理,中,課長,67,2026-02-03,あり,達成,なし,リモート,チケット,教育不足,5
2025-12-22 21:14,HD2512221380,その他,経理,中,主任,81,2025-12-22,あり,達成,なし,リモート,チケット,教育不足,5
2025-04-17 11:39,HD2504171381,PCトラブル,製造,緊急,主任,155,2025-04-17,あり,未達,なし,リモート,チケット,脆弱性,3
2024-09-26 06:29,HD2409261382,PCトラブル,総務,緊急,課長,175,2024-09-26,あり,未達,なし,電話,電話,設定不備,2
2025-12-18 12:08,HD2512181383,業務システム,開発,高,課長,154,2025-12-18,なし,未達,なし,リモート,電話,仕様,2
2025-01-18 00:14,HD2501181384,ネットワーク,法務,低,係長,15,2025-01-18,あり,達成,なし,リモート,チャット,教育不足,5
2024-09-06 22:06,HD2409061385,アカウント,人事,中,係長,49,2024-09-06,あり,達成,あり,リモート,チケット,教育不足,5
2024-04-18 08:34,HD2404181386,業務システム,情シス,低,係長,49,2024-04-18,あり,達成,あり,電話,チケット,教育不足,5
2024-07-08 11:45,HD2407081387,その他,マーケ,中,課長,32,2024-07-08,あり,達成,なし,オンサイト,チャット,仕様,5
2024-04-02 15:58,HD2404021388,ネットワーク,製造,低,課長,47,2024-04-02,あり,達成,なし,リモート,チャット,教育不足,5
2025-12-27 02:55,HD2512271389,業務システム,法務,中,課長,27,2025-12-27,あり,達成,なし,リモート,チケット,その他,5
2024-01-31 06:07,HD2401311390,SaaS利用,製造,低,主任,26,2024-01-31,あり,達成,なし,リモート,チケット,教育不足,5
2025-01-17 21:37,HD2501171391,アカウント,製造,低,主任,12,2025-01-17,あり,達成,あり,オンサイト,チケット,設定不備,5
2026-03-23 11:16,HD2603231392,PCトラブル,営業,低,主任,26,2026-03-23,あり,達成,なし,リモート,電話,教育不足,5
2025-11-05 01:12,HD2511051393,PCトラブル,人事,中,課長,51,2025-11-05,あり,達成,なし,リモート,チケット,設定不備,5
2025-03-27 18:31,HD2503271394,セキュリティ,営業,中,課長,75,2025-03-27,なし,達成,なし,電話,電話,その他,5
2024-11-04 01:04,HD2411041395,業務システム,開発,中,主任,56,2024-11-04,あり,達成,なし,電話,チケット,設定不備,5
2025-05-06 04:10,HD2505061396,プリンタ,マーケ,中,課長,93,2025-05-06,あり,達成,なし,リモート,チャット,仕様,5
2024-02-23 12:46,HD2402231397,ネットワーク,経理,高,主任,102,2024-02-23,あり,未達,なし,オンサイト,チケット,設定不備,3
2025-10-12 03:26,HD2510121398,プリンタ,総務,低,係長,28,2025-10-12,あり,達成,なし,リモート,チャット,教育不足,5
2024-08-14 12:09,HD2408141399,メール,製造,低,係長,11,2024-08-14,なし,達成,なし,リモート,メール,仕様,3
2025-07-28 03:55,HD2507281400,PCトラブル,開発,中,課長,76,2025-07-28,あり,達成,あり,オンサイト,チケット,設定不備,5
2026-05-25 10:48,HD2605251401,メール,人事,低,課長,11,2026-05-25,あり,達成,なし,リモート,チャット,設定不備,5
2024-06-07 23:11,HD2406071402,業務システム,開発,緊急,主任,345,2024-06-08,なし,未達,なし,リモート,対面,外部要因,1
