訪問日,訪問ID,顧客名,業種,契約プラン,設備型式,対応区分,所要時間分,部品費,作業費,総費用,SLA達成,一次解決,再訪問,担当エンジニア,訪問距離km,リモート判定,対応難易度,顧客満足度,受付チャネル
2025-07-21,V000969,日本橋製薬,製薬,ベーシック,PX-50,部品交換,105,52685,14829,67514,達成,解決,なし,E014,43.3,不可,中,4.6,アプリ
2025-07-21,V000970,株式会社ネクストブリッジ,IT,ベーシック,AX-2000,予防保全,101,66424,14197,80621,達成,解決,なし,E001,157.8,不可,低,3.7,アプリ
2025-07-22,V000971,東都フィナンシャル証券,金融,スタンダード,RX-500,予防保全,142,51501,17293,68794,達成,解決,なし,E012,73.9,不可,低,4.4,アプリ
2025-07-23,V000972,東和建設,建設,ベーシック,PX-50,ソフトウェア更新,94,0,11945,11945,達成,解決,なし,E013,126.2,可,中,4.2,現地
2025-07-23,V000973,株式会社ミライテック,IT,スタンダード,RX-500,ソフトウェア更新,59,0,8004,8004,達成,未解決,あり,E019,179.5,可,低,4.4,現地
2025-07-24,V000974,日本橋製薬,製薬,ベーシック,MX-100,ソフトウェア更新,65,0,10313,10313,達成,未解決,あり,E015,10.9,可,高,3.9,Web
2025-07-24,V000975,東和建設,建設,ベーシック,PX-80,緊急修理,122,14094,18722,32816,達成,解決,なし,E024,103.9,不可,中,4.0,Web
2025-07-25,V000976,東和建設,建設,スタンダード,AX-2000,緊急修理,146,15305,18809,34114,達成,未解決,あり,E025,141.4,不可,中,3.8,アプリ
2025-07-26,V000977,東都フィナンシャル証券,金融,スタンダード,MX-300,緊急修理,157,24517,25692,50209,達成,解決,なし,E017,93.4,不可,低,3.6,電話
2025-07-27,V000978,株式会社ミライテック,IT,プレミアム,RX-500,緊急修理,122,38605,17368,55973,達成,解決,なし,E023,83.0,不可,中,3.7,Web
2025-07-28,V000979,大和精機製作所,製造業,ベーシック,MX-100,定期点検,83,0,11976,11976,未達,解決,なし,E024,136.3,不可,中,3.8,アプリ
2025-07-28,V000980,みどり市役所,公共,スタンダード,AX-1000,予防保全,99,23875,14376,38251,達成,未解決,あり,E007,91.0,不可,中,5.0,電話
2025-07-28,V000981,日本橋製薬,製薬,スタンダード,PX-80,定期点検,74,0,9769,9769,達成,解決,なし,E014,37.4,不可,低,4.3,Web
2025-07-30,V000982,株式会社ネクストブリッジ,IT,スタンダード,MX-300,再訪問対応,173,59544,22092,81636,達成,解決,なし,E012,73.1,不可,中,4.8,Web
2025-07-30,V000983,株式会社ネクストブリッジ,IT,スタンダード,MX-100,緊急修理,146,62960,25353,88313,未達,未解決,なし,E003,159.9,不可,高,3.4,現地
2025-07-31,V000984,東和建設,建設,ベーシック,RX-500,定期点検,81,0,14137,14137,未達,未解決,あり,E005,31.5,不可,高,3.5,現地
2025-07-31,V000985,東和建設,建設,プレミアム,PX-50,再訪問対応,82,62331,11011,73342,達成,解決,なし,E017,60.1,不可,低,4.5,現地
2025-08-01,V000986,大和精機製作所,製造業,スタンダード,RX-500,ソフトウェア更新,64,0,9577,9577,達成,解決,なし,E013,14.0,不可,高,3.2,メール
2025-08-02,V000987,日本橋製薬,製薬,スタンダード,PX-80,緊急修理,122,7490,13795,21285,達成,未解決,あり,E014,4.2,不可,低,4.3,現地
2025-08-02,V000988,東京湾岸エナジー,電力,ベーシック,MX-300,ソフトウェア更新,60,0,6878,6878,達成,解決,なし,E003,154.9,可,低,4.0,Web
2025-08-03,V000989,株式会社ネクストブリッジ,IT,スポット,RX-500,定期点検,115,0,20534,20534,達成,解決,なし,E009,153.4,不可,高,3.6,現地
2025-08-03,V000990,東都フィナンシャル証券,金融,ベーシック,AX-1000,再訪問対応,99,79303,14493,93796,達成,解決,なし,E008,51.7,不可,中,3.2,Web
2025-08-05,V000991,花鳥風月,観光,スタンダード,PX-80,部品交換,211,8722,37272,45994,未達,解決,なし,E004,55.5,不可,高,2.9,Web
2025-08-05,V000992,東都フィナンシャル証券,金融,ベーシック,PX-50,緊急修理,188,49578,26110,75688,達成,解決,なし,E010,73.2,不可,中,4.4,電話
2025-08-05,V000993,東京湾岸エナジー,電力,ベーシック,MX-200,部品交換,93,56293,13310,69603,未達,解決,なし,E004,7.4,不可,高,3.5,メール
2025-08-06,V000994,東京湾岸エナジー,電力,ベーシック,RX-500,ソフトウェア更新,67,0,10233,10233,達成,解決,なし,E013,31.4,可,低,3.7,電話
2025-08-06,V000995,大和精機製作所,製造業,プレミアム,MX-100,緊急修理,233,21908,41806,63714,達成,解決,なし,E005,2.4,不可,低,4.7,メール
2025-08-07,V000996,暮らしの匠,小売,スタンダード,AX-1000,再訪問対応,152,7104,27320,34424,達成,解決,なし,E001,16.7,不可,低,3.7,Web
2025-08-08,V000997,花鳥風月,観光,ベーシック,RX-500,定期点検,94,0,14371,14371,達成,解決,なし,E009,26.7,不可,低,3.8,Web
2025-08-10,V000998,日本橋製薬,製薬,ベーシック,MX-200,ソフトウェア更新,73,0,11580,11580,達成,未解決,あり,E010,146.2,可,中,3.4,アプリ
2025-08-12,V000999,株式会社ネクストブリッジ,IT,スポット,PX-80,再訪問対応,141,12414,16089,28503,達成,解決,なし,E015,157.8,不可,低,4.2,Web
2025-08-12,V001000,大和精機製作所,製造業,プレミアム,AX-1000,再訪問対応,96,74367,15461,89828,達成,解決,なし,E016,55.9,不可,中,4.1,電話
2025-08-12,V001001,株式会社ミライテック,IT,スタンダード,AX-1000,定期点検,58,0,8261,8261,達成,未解決,なし,E011,174.0,不可,中,4.6,アプリ
2025-08-12,V001002,大和精機製作所,製造業,スタンダード,AX-2000,再訪問対応,128,23519,22630,46149,達成,未解決,あり,E011,76.0,不可,低,3.9,Web
2025-08-13,V001003,東洋精機,製造業,プレミアム,RX-500,部品交換,75,49281,11984,61265,達成,解決,なし,E001,144.4,不可,低,4.4,電話
2025-08-13,V001004,株式会社ネクストブリッジ,IT,ベーシック,PX-50,緊急修理,148,53208,25496,78704,達成,未解決,なし,E020,178.9,不可,中,3.6,Web
2025-08-13,V001005,株式会社ネクストブリッジ,IT,スポット,MX-100,ソフトウェア更新,47,0,6671,6671,未達,解決,なし,E003,52.6,可,中,4.8,アプリ
2025-08-13,V001006,花鳥風月,観光,スタンダード,RX-500,予防保全,103,7073,17218,24291,達成,未解決,なし,E013,121.0,不可,中,4.4,メール
2025-08-14,V001007,東洋精機,製造業,スタンダード,PX-50,ソフトウェア更新,65,0,10804,10804,達成,解決,なし,E001,97.3,不可,高,4.1,現地
2025-08-15,V001008,みどり市役所,公共,ベーシック,PX-80,予防保全,72,74398,9369,83767,達成,解決,なし,E013,22.6,不可,低,3.7,現地
2025-08-15,V001009,東北ロジスティクス,物流,プレミアム,PX-50,定期点検,57,0,6352,6352,達成,解決,なし,E009,25.1,不可,中,3.0,Web
2025-08-16,V001010,日本橋製薬,製薬,ベーシック,AX-2000,緊急修理,158,39850,20802,60652,未達,解決,なし,E003,98.5,不可,中,3.4,電話
2025-08-16,V001011,暮らしの匠,小売,ベーシック,MX-100,緊急修理,147,61151,19643,80794,達成,未解決,なし,E018,91.1,不可,中,4.3,アプリ
2025-08-16,V001012,東都フィナンシャル証券,金融,スタンダード,PX-80,定期点検,108,0,16002,16002,達成,解決,なし,E020,46.5,不可,低,4.8,電話
2025-08-17,V001013,暮らしの匠,小売,プレミアム,AX-1000,緊急修理,189,48056,21184,69240,達成,解決,なし,E014,153.9,不可,中,5.0,電話
2025-08-18,V001014,花鳥風月,観光,ベーシック,AX-2000,緊急修理,100,10768,17832,28600,達成,解決,なし,E025,134.5,不可,中,4.1,アプリ
2025-08-19,V001015,東都フィナンシャル証券,金融,スタンダード,AX-1000,再訪問対応,146,4244,26153,30397,達成,未解決,あり,E014,168.2,不可,中,4.6,電話
2025-08-20,V001016,暮らしの匠,小売,ベーシック,MX-200,緊急修理,132,19795,18894,38689,未達,解決,なし,E025,100.5,不可,中,3.1,メール
2025-08-20,V001017,大和精機製作所,製造業,ベーシック,AX-1000,緊急修理,157,41348,24576,65924,達成,未解決,あり,E013,179.7,不可,中,3.9,Web
2025-08-21,V001018,東和建設,建設,ベーシック,MX-200,予防保全,98,5427,17511,22938,達成,解決,なし,E005,60.3,不可,中,3.5,現地
2025-08-21,V001019,日本橋製薬,製薬,ベーシック,AX-1000,定期点検,66,0,8103,8103,達成,解決,なし,E008,39.8,不可,中,4.9,電話
2025-08-21,V001020,東和建設,建設,ベーシック,MX-200,再訪問対応,120,74399,18726,93125,達成,解決,なし,E002,19.9,不可,低,3.6,メール
2025-08-22,V001021,暮らしの匠,小売,スタンダード,AX-1000,部品交換,179,2525,21028,23553,達成,解決,なし,E012,86.9,不可,低,4.7,アプリ
2025-08-24,V001022,東都フィナンシャル証券,金融,スタンダード,PX-50,定期点検,120,0,14072,14072,達成,解決,なし,E024,146.6,不可,低,3.6,Web
2025-08-24,V001023,東京湾岸エナジー,電力,スポット,PX-50,ソフトウェア更新,56,0,9202,9202,達成,解決,なし,E007,35.4,可,低,4.9,現地
2025-08-25,V001024,東北ロジスティクス,物流,プレミアム,PX-80,部品交換,99,18337,15788,34125,達成,未解決,あり,E001,47.4,不可,中,3.8,電話
2025-08-25,V001025,株式会社ミライテック,IT,プレミアム,PX-80,再訪問対応,119,34608,14193,48801,達成,解決,なし,E024,9.2,不可,高,3.8,電話
2025-08-25,V001026,東北ロジスティクス,物流,ベーシック,MX-300,緊急修理,175,16519,29417,45936,達成,解決,なし,E007,4.4,不可,低,4.0,アプリ
2025-08-26,V001027,大和精機製作所,製造業,ベーシック,MX-200,部品交換,95,60118,14859,74977,達成,解決,なし,E013,154.7,不可,低,3.4,メール
2025-08-26,V001028,東京湾岸エナジー,電力,ベーシック,PX-50,ソフトウェア更新,61,0,8689,8689,達成,解決,なし,E015,12.9,不可,低,4.0,現地
2025-08-26,V001029,東和建設,建設,スタンダード,PX-80,緊急修理,155,71414,17758,89172,達成,解決,なし,E008,82.9,不可,低,3.4,アプリ
2025-08-27,V001030,東京湾岸エナジー,電力,ベーシック,RX-500,ソフトウェア更新,52,0,8562,8562,達成,解決,なし,E018,116.8,可,高,4.1,現地
2025-08-27,V001031,日本橋製薬,製薬,プレミアム,PX-80,再訪問対応,182,69696,30205,99901,達成,解決,なし,E019,134.9,不可,低,4.6,電話
2025-08-29,V001032,東京湾岸エナジー,電力,スタンダード,PX-50,再訪問対応,195,67147,34792,101939,未達,未解決,あり,E011,2.6,不可,高,2.7,現地
2025-08-29,V001033,株式会社ネクストブリッジ,IT,スタンダード,RX-500,緊急修理,142,37643,21446,59089,達成,解決,なし,E020,113.9,不可,中,3.5,現地
2025-08-29,V001034,東都フィナンシャル証券,金融,プレミアム,RX-500,予防保全,121,63785,19738,83523,達成,解決,なし,E014,96.8,不可,低,4.1,現地
2025-08-31,V001035,東洋精機,製造業,プレミアム,MX-300,緊急修理,104,11516,12187,23703,達成,解決,なし,E023,178.2,不可,中,4.1,Web
2025-08-31,V001036,東京湾岸エナジー,電力,スタンダード,AX-1000,定期点検,80,0,10370,10370,達成,解決,なし,E007,106.8,不可,低,3.9,電話
2025-09-01,V001037,株式会社ミライテック,IT,スタンダード,MX-200,定期点検,63,0,7124,7124,達成,未解決,あり,E022,124.6,不可,中,3.4,電話
2025-09-01,V001038,暮らしの匠,小売,スタンダード,PX-50,ソフトウェア更新,49,0,7364,7364,未達,解決,なし,E025,2.0,可,高,3.2,アプリ
2025-09-01,V001039,東都フィナンシャル証券,金融,プレミアム,MX-200,再訪問対応,151,32699,24405,57104,達成,解決,なし,E007,132.4,不可,低,4.9,Web
2025-09-02,V001040,大和精機製作所,製造業,スタンダード,RX-500,緊急修理,140,50056,21545,71601,達成,解決,なし,E022,158.7,不可,低,3.2,アプリ
2025-09-02,V001041,大和精機製作所,製造業,プレミアム,MX-300,ソフトウェア更新,69,0,11661,11661,達成,解決,なし,E003,76.8,可,低,4.1,Web
2025-09-02,V001042,株式会社ミライテック,IT,スタンダード,MX-300,部品交換,147,79553,25420,104973,達成,解決,なし,E015,165.3,不可,高,3.6,Web
2025-09-02,V001043,花鳥風月,観光,スタンダード,PX-50,ソフトウェア更新,63,0,8077,8077,達成,解決,なし,E001,40.1,不可,中,3.6,Web
2025-09-02,V001044,株式会社ミライテック,IT,スタンダード,RX-500,定期点検,73,0,9203,9203,達成,解決,なし,E004,126.6,不可,高,3.0,現地
2025-09-03,V001045,株式会社ネクストブリッジ,IT,スポット,MX-300,定期点検,91,0,15793,15793,達成,解決,なし,E003,92.5,不可,中,4.3,Web
2025-09-04,V001046,東都フィナンシャル証券,金融,プレミアム,MX-200,部品交換,124,66291,21020,87311,達成,解決,なし,E008,38.5,不可,中,3.9,電話
2025-09-05,V001047,東都フィナンシャル証券,金融,ベーシック,MX-200,ソフトウェア更新,58,0,7048,7048,達成,解決,なし,E025,51.2,不可,低,3.6,電話
2025-09-05,V001048,花鳥風月,観光,ベーシック,MX-100,再訪問対応,132,78787,15269,94056,達成,解決,なし,E004,124.5,不可,低,3.1,アプリ
2025-09-06,V001049,花鳥風月,観光,スタンダード,AX-1000,定期点検,61,0,10930,10930,達成,解決,なし,E017,57.7,不可,中,3.5,メール
2025-09-08,V001050,花鳥風月,観光,スタンダード,MX-200,予防保全,74,66374,10845,77219,達成,解決,なし,E025,138.7,不可,低,3.7,メール
2025-09-09,V001051,東都フィナンシャル証券,金融,ベーシック,AX-1000,ソフトウェア更新,55,0,6238,6238,達成,解決,なし,E021,119.8,不可,低,4.0,メール
2025-09-10,V001052,大和精機製作所,製造業,ベーシック,PX-80,予防保全,118,37312,17206,54518,達成,解決,なし,E002,178.3,不可,低,4.4,メール
2025-09-10,V001053,東和建設,建設,プレミアム,AX-2000,再訪問対応,122,29252,15472,44724,達成,解決,なし,E015,109.2,不可,中,3.9,現地
2025-09-11,V001054,株式会社ミライテック,IT,スポット,MX-300,緊急修理,168,53337,21453,74790,達成,解決,なし,E017,96.1,不可,高,4.1,電話
2025-09-12,V001055,東和建設,建設,ベーシック,MX-300,予防保全,127,51556,20354,71910,未達,解決,なし,E013,35.4,不可,中,2.9,メール
2025-09-12,V001056,東京湾岸エナジー,電力,ベーシック,MX-300,再訪問対応,83,42304,11498,53802,達成,未解決,なし,E014,30.2,不可,低,3.9,Web
2025-09-12,V001057,株式会社ミライテック,IT,ベーシック,AX-2000,緊急修理,139,53142,18127,71269,達成,未解決,あり,E012,176.8,不可,低,4.0,メール
2025-09-13,V001058,花鳥風月,観光,ベーシック,MX-100,緊急修理,134,26504,17496,44000,達成,解決,なし,E001,172.7,不可,高,3.6,電話
2025-09-13,V001059,株式会社ネクストブリッジ,IT,スタンダード,PX-80,部品交換,125,31604,20144,51748,達成,未解決,あり,E017,67.6,不可,中,3.9,現地
2025-09-13,V001060,東京湾岸エナジー,電力,スポット,AX-1000,再訪問対応,135,46555,15204,61759,未達,解決,なし,E010,124.3,不可,低,3.0,Web
2025-09-15,V001061,東京湾岸エナジー,電力,スタンダード,AX-1000,緊急修理,126,53736,20284,74020,達成,解決,なし,E003,145.6,不可,中,4.7,電話
2025-09-15,V001062,東北ロジスティクス,物流,スタンダード,RX-500,再訪問対応,214,33600,32427,66027,達成,解決,なし,E007,114.3,不可,低,4.4,Web
2025-09-15,V001063,株式会社ミライテック,IT,スタンダード,PX-50,定期点検,138,0,21090,21090,未達,未解決,なし,E011,91.9,不可,中,2.9,アプリ
2025-09-16,V001064,大和精機製作所,製造業,スポット,AX-2000,予防保全,154,29355,25783,55138,未達,解決,なし,E004,179.5,不可,低,3.3,メール
2025-09-16,V001065,花鳥風月,観光,プレミアム,MX-300,予防保全,91,67188,11690,78878,達成,解決,なし,E004,52.5,不可,高,3.6,アプリ
2025-09-17,V001066,暮らしの匠,小売,ベーシック,PX-50,ソフトウェア更新,72,0,8277,8277,達成,未解決,あり,E010,23.9,可,中,4.2,電話
2025-09-18,V001067,東都フィナンシャル証券,金融,スタンダード,AX-2000,予防保全,101,24360,16871,41231,達成,未解決,あり,E020,30.1,不可,低,3.5,現地
2025-09-19,V001068,大和精機製作所,製造業,スタンダード,PX-80,部品交換,119,40528,14173,54701,達成,解決,なし,E002,97.4,不可,高,4.1,メール
2025-09-22,V001069,日本橋製薬,製薬,ベーシック,AX-1000,緊急修理,89,8076,13025,21101,達成,解決,なし,E014,19.1,不可,中,4.3,電話
2025-09-22,V001070,暮らしの匠,小売,スポット,MX-100,予防保全,72,5574,9866,15440,未達,解決,なし,E024,123.9,不可,低,3.6,Web
2025-09-24,V001071,大和精機製作所,製造業,プレミアム,PX-50,部品交換,134,26039,18831,44870,達成,解決,なし,E016,21.4,不可,中,3.5,アプリ
