日付,社員ID,部門,職位,出勤,退勤,所定時間分,残業時間分,深夜時間分,休暇種別,有休消化日数,テレワーク,フレックス利用,打刻漏れ,36協定残量分,プロジェクトID,勤務地,シフトパターン,曜日,業務カテゴリ
2025-05-28,EMP0125,製造1部,一般,09:32,18:39,480,67,0,,0.4,なし,なし,なし,1754,PJ0025,工場,フレックス,水,サポート
2024-05-21,EMP0154,営業1部,一般,08:49,16:03,480,14,0,,0.4,あり,なし,なし,1604,PJ0002,工場,シフトA,火,事務
2024-05-21,EMP0143,営業1部,一般,09:24,18:30,480,66,0,,0.9,なし,なし,なし,1790,PJ0026,工場,夜勤,火,管理
2024-05-21,EMP0039,営業2部,主任,09:59,17:59,480,0,0,,1.0,あり,なし,なし,1099,PJ0020,大阪オフィス,通常,火,開発
2024-05-21,EMP0192,マーケ部,課長,09:52,17:54,480,2,0,,0.7,なし,なし,なし,1199,PJ0019,リモート,シフトB,火,会議
2024-05-21,EMP0070,製造1部,係長,08:06,16:50,480,44,0,,0.8,あり,なし,なし,962,PJ0013,本社,夜勤,火,会議
2024-05-21,EMP0016,製造2部,一般,09:25,17:25,480,0,0,,1.0,なし,なし,なし,1621,PJ0024,大阪オフィス,フレックス,火,営業活動
2024-05-21,EMP0138,DX推進部,主任,09:58,18:49,480,111,29,,0.4,なし,なし,なし,754,PJ0014,大阪オフィス,シフトA,火,営業活動
2024-05-21,EMP0151,営業2部,係長,08:42,16:42,480,0,0,,0.4,あり,あり,なし,1563,PJ0002,大阪オフィス,夜勤,火,会議
2024-05-21,EMP0060,製造1部,課長,10:26,18:26,480,0,0,,0.4,なし,なし,なし,1272,PJ0019,大阪オフィス,通常,火,会議
2024-05-21,EMP0086,R&D部,一般,08:20,16:06,480,46,0,,0.9,あり,なし,なし,1820,PJ0015,工場,シフトB,火,サポート
2024-05-21,EMP0162,情報システム部,一般,10:15,19:22,480,67,0,,0.5,あり,なし,なし,1512,PJ0005,工場,フレックス,火,製造
2024-05-21,EMP0079,経理部,主任,08:25,16:47,480,22,0,,0.9,あり,あり,なし,1396,PJ0018,リモート,シフトA,火,開発
2025-05-06,EMP0027,マーケ部,主任,09:51,17:12,480,21,0,,0.6,あり,なし,なし,1316,PJ0018,名古屋オフィス,フレックス,火,会議
2025-05-06,EMP0189,DX推進部,一般,10:18,18:18,480,0,0,,0.7,なし,なし,なし,1347,PJ0001,リモート,フレックス,火,管理
2025-05-06,EMP0002,製造1部,一般,09:29,17:29,480,0,0,,0.2,あり,なし,なし,1818,PJ0023,名古屋オフィス,シフトB,火,製造
2025-05-06,EMP0127,情報システム部,課長,08:15,16:26,480,11,0,,0.2,なし,なし,なし,1572,PJ0003,本社,夜勤,火,管理
2025-05-06,EMP0089,営業1部,課長,08:25,16:05,480,40,0,,0.5,あり,あり,なし,704,PJ0011,工場,通常,火,会議
2025-05-06,EMP0191,人事部,一般,10:10,18:10,480,0,0,,0.5,あり,なし,なし,1872,PJ0016,リモート,通常,火,会議
2025-05-06,EMP0184,人事部,課長,,,0,0,0,有給,0.5,あり,あり,なし,1827,PJ0006,福岡オフィス,フレックス,火,サポート
2025-05-06,EMP0010,製造2部,一般,09:50,17:29,480,39,0,,0.9,なし,なし,なし,809,PJ0018,大阪オフィス,シフトA,火,会議
2025-05-06,EMP0182,DX推進部,主任,10:33,18:48,480,15,0,,0.1,なし,なし,なし,1409,PJ0018,本社,夜勤,火,会議
2025-05-06,EMP0087,製造1部,一般,08:54,16:54,480,0,0,,0.0,なし,あり,あり,1131,PJ0002,福岡オフィス,通常,火,開発
2025-05-06,EMP0077,DX推進部,課長,09:43,18:22,480,99,23,,0.2,あり,なし,なし,972,PJ0027,本社,通常,火,製造
2025-05-06,EMP0050,マーケ部,部長,09:34,17:36,480,2,0,,0.4,なし,あり,なし,934,PJ0024,名古屋オフィス,シフトA,火,会議
2025-08-28,EMP0155,人事部,一般,08:44,16:44,480,0,0,,0.0,なし,なし,なし,1032,PJ0015,本社,夜勤,木,管理
2025-08-28,EMP0046,R&D部,一般,08:09,16:06,480,57,0,,0.4,あり,なし,なし,1717,PJ0005,大阪オフィス,通常,木,管理
2025-08-28,EMP0189,DX推進部,一般,08:06,16:22,480,16,0,,0.1,なし,なし,なし,1123,PJ0022,工場,シフトA,木,営業活動
2025-08-28,EMP0117,営業1部,主任,,,0,0,0,傷病,0.6,なし,なし,なし,1250,PJ0012,リモート,シフトB,木,事務
2025-08-28,EMP0120,製造1部,部長,08:23,16:36,480,13,0,,0.2,あり,なし,なし,1845,PJ0006,名古屋オフィス,シフトB,木,開発
2025-08-28,EMP0062,R&D部,課長,08:06,16:06,480,0,0,,0.8,なし,あり,なし,875,PJ0014,工場,シフトB,木,事務
2025-08-28,EMP0082,営業2部,一般,09:41,17:41,480,0,0,,0.7,なし,なし,なし,1127,PJ0001,工場,シフトA,木,管理
2025-08-28,EMP0003,経理部,係長,10:08,18:08,480,0,0,,0.4,あり,あり,なし,1848,PJ0029,工場,フレックス,木,製造
2025-08-28,EMP0171,R&D部,課長,09:07,17:24,480,17,0,,0.7,あり,あり,あり,1748,PJ0011,本社,夜勤,木,開発
2025-08-28,EMP0074,DX推進部,一般,08:40,16:14,480,34,0,,0.0,なし,なし,なし,851,PJ0004,本社,フレックス,木,営業活動
2025-08-28,EMP0172,製造1部,一般,09:08,17:54,480,46,0,,0.2,なし,なし,なし,1850,PJ0015,名古屋オフィス,夜勤,木,開発
2025-08-28,EMP0072,人事部,一般,09:04,17:04,480,0,0,,0.8,あり,なし,なし,1489,PJ0023,工場,シフトA,木,サポート
2025-01-28,EMP0116,営業2部,一般,09:44,18:16,480,92,19,,0.5,あり,なし,なし,972,PJ0026,リモート,通常,火,開発
2025-01-28,EMP0128,製造2部,一般,09:18,17:18,480,0,0,,0.6,なし,なし,なし,1513,PJ0021,リモート,シフトA,火,サポート
2025-01-28,EMP0038,経理部,係長,08:48,17:05,480,77,0,,0.3,あり,あり,なし,1661,PJ0008,名古屋オフィス,通常,火,サポート
2025-01-28,EMP0153,人事部,係長,08:14,16:14,480,0,0,,0.6,なし,あり,なし,893,PJ0003,福岡オフィス,シフトB,火,事務
2025-01-28,EMP0079,経理部,主任,09:24,17:24,480,0,0,,0.7,なし,なし,なし,1558,PJ0005,大阪オフィス,フレックス,火,事務
2025-01-28,EMP0015,情報システム部,一般,,,0,0,0,有給,0.8,なし,あり,なし,730,PJ0004,工場,フレックス,火,開発
2025-01-28,EMP0198,製造1部,主任,10:04,18:07,480,3,0,,0.8,あり,あり,なし,917,PJ0012,リモート,フレックス,火,製造
2025-01-28,EMP0138,DX推進部,主任,09:19,18:34,480,75,0,,0.2,なし,なし,なし,817,PJ0026,本社,シフトB,火,製造
2025-01-28,EMP0036,製造2部,一般,10:30,18:37,480,7,0,,0.4,あり,なし,なし,1466,PJ0025,大阪オフィス,通常,火,営業活動
2025-01-28,EMP0066,人事部,係長,08:19,16:19,480,0,0,,0.6,あり,なし,なし,1566,PJ0010,福岡オフィス,シフトB,火,管理
2025-01-28,EMP0049,総務部,係長,09:41,17:41,480,0,0,,0.5,なし,なし,なし,1597,PJ0022,名古屋オフィス,フレックス,火,製造
2025-01-28,EMP0083,R&D部,一般,09:31,17:59,480,28,0,,0.2,なし,なし,なし,1012,PJ0017,本社,夜勤,火,製造
2025-01-29,EMP0056,情報システム部,一般,08:49,16:49,480,0,0,,0.0,なし,あり,なし,1730,PJ0028,大阪オフィス,フレックス,水,営業活動
2025-01-29,EMP0181,営業1部,一般,09:20,18:20,480,60,0,,0.5,あり,なし,なし,1320,PJ0001,リモート,フレックス,水,会議
2025-01-29,EMP0037,人事部,部長,09:57,18:59,480,62,0,,0.8,なし,なし,なし,1145,PJ0029,大阪オフィス,通常,水,サポート
2025-01-29,EMP0104,営業2部,一般,09:59,17:59,480,0,0,,0.3,なし,あり,なし,1530,PJ0028,リモート,シフトB,水,事務
2025-01-29,EMP0152,製造2部,主任,10:25,18:58,480,33,0,,0.9,なし,あり,なし,761,PJ0006,本社,シフトB,水,開発
2025-01-29,EMP0121,製造1部,一般,08:12,17:23,480,71,0,,0.7,なし,なし,なし,833,PJ0009,本社,通常,水,サポート
2025-01-29,EMP0116,営業2部,一般,09:20,17:20,480,0,0,,0.1,なし,なし,なし,1032,PJ0018,福岡オフィス,シフトA,水,管理
2025-01-29,EMP0160,経理部,課長,10:02,18:02,480,0,0,,0.5,あり,なし,なし,1182,PJ0027,福岡オフィス,フレックス,水,サポート
2025-01-29,EMP0102,経理部,一般,,,0,0,0,有給,0.6,なし,あり,なし,1284,PJ0002,大阪オフィス,通常,水,管理
2025-01-29,EMP0170,営業2部,課長,09:30,17:56,480,26,0,,0.3,なし,あり,なし,1118,PJ0015,大阪オフィス,夜勤,水,事務
2025-01-29,EMP0143,営業1部,一般,09:13,17:16,480,3,0,,0.5,なし,あり,なし,1633,PJ0027,工場,フレックス,水,営業活動
2025-01-29,EMP0032,情報システム部,課長,09:49,17:05,480,16,0,,0.0,なし,なし,なし,832,PJ0019,福岡オフィス,フレックス,水,開発
2026-01-06,EMP0151,営業2部,係長,10:44,19:54,480,70,0,,0.8,なし,なし,なし,1406,PJ0017,工場,通常,火,管理
2026-01-06,EMP0109,情報システム部,主任,08:15,16:38,480,23,0,,0.4,あり,なし,なし,1649,PJ0010,福岡オフィス,フレックス,火,事務
2026-01-06,EMP0057,DX推進部,主任,09:04,17:16,480,12,0,,0.2,なし,なし,なし,878,PJ0003,工場,シフトA,火,開発
2026-01-06,EMP0110,総務部,課長,08:59,16:59,480,0,0,,0.9,なし,あり,なし,1673,PJ0019,福岡オフィス,フレックス,火,製造
2026-01-06,EMP0196,マーケ部,主任,09:29,18:56,480,87,0,,0.2,あり,なし,なし,802,PJ0012,名古屋オフィス,夜勤,火,事務
2026-01-06,EMP0033,情報システム部,主任,08:03,16:24,480,21,0,,0.7,なし,なし,なし,1596,PJ0022,本社,通常,火,開発
2026-01-06,EMP0046,R&D部,一般,,,0,0,0,代休,1.0,なし,あり,なし,1820,PJ0005,大阪オフィス,フレックス,火,サポート
2026-01-06,EMP0014,営業1部,一般,09:18,17:09,480,51,0,,0.5,あり,あり,なし,1073,PJ0001,名古屋オフィス,通常,火,会議
2026-01-06,EMP0154,営業1部,一般,09:25,18:23,480,118,0,,0.6,なし,なし,なし,1400,PJ0014,本社,夜勤,火,営業活動
2026-01-06,EMP0070,製造1部,係長,09:06,17:52,480,46,0,,0.4,なし,なし,なし,1137,PJ0005,工場,シフトB,火,営業活動
2026-01-06,EMP0199,製造1部,一般,09:19,17:09,480,50,0,,0.2,なし,なし,なし,1838,PJ0019,大阪オフィス,シフトB,火,事務
2026-01-06,EMP0141,人事部,主任,09:47,17:54,480,7,0,,0.8,あり,なし,なし,774,PJ0029,大阪オフィス,シフトB,火,管理
2024-12-25,EMP0040,マーケ部,一般,09:36,17:56,480,20,0,,0.2,なし,なし,なし,807,PJ0004,リモート,通常,水,会議
2024-12-25,EMP0077,DX推進部,課長,08:32,16:15,480,43,0,,0.1,あり,なし,なし,1712,PJ0019,本社,夜勤,水,サポート
2024-12-25,EMP0068,営業2部,一般,08:16,17:16,480,60,0,,0.0,あり,なし,なし,1785,PJ0023,工場,夜勤,水,製造
2024-12-25,EMP0154,営業1部,一般,08:46,16:29,480,43,0,,0.5,あり,あり,なし,1603,PJ0007,本社,通常,水,会議
2024-12-25,EMP0039,営業2部,主任,08:47,16:02,480,15,0,,0.8,あり,あり,なし,730,PJ0018,工場,シフトA,水,事務
2024-12-25,EMP0134,経理部,部長,10:17,18:17,480,0,0,,0.8,あり,なし,なし,1847,PJ0004,名古屋オフィス,フレックス,水,製造
2024-12-25,EMP0192,マーケ部,課長,08:48,16:48,480,0,0,,0.2,なし,なし,なし,1656,PJ0008,本社,シフトA,水,会議
2024-12-25,EMP0091,製造1部,主任,10:57,18:57,480,0,0,,0.3,なし,なし,なし,1473,PJ0002,本社,シフトA,水,開発
2024-12-25,EMP0189,DX推進部,一般,10:23,18:23,480,0,0,,0.2,あり,あり,なし,1895,PJ0012,名古屋オフィス,夜勤,水,事務
2024-12-25,EMP0103,マーケ部,一般,09:18,17:27,480,9,0,,0.7,なし,あり,あり,1570,PJ0012,大阪オフィス,シフトB,水,サポート
2024-12-25,EMP0004,営業2部,主任,09:29,17:27,480,58,0,,0.2,あり,なし,なし,1684,PJ0015,福岡オフィス,フレックス,水,管理
2024-12-25,EMP0188,DX推進部,一般,,,0,0,0,慶弔,0.0,なし,なし,なし,1758,PJ0020,福岡オフィス,シフトA,水,管理
2026-02-12,EMP0128,製造2部,一般,09:06,17:47,480,41,0,,0.7,なし,なし,なし,1131,PJ0027,本社,通常,木,会議
2026-02-12,EMP0024,R&D部,一般,09:56,17:35,480,39,0,,0.3,なし,なし,なし,1728,PJ0012,工場,シフトB,木,会議
2026-02-12,EMP0032,情報システム部,課長,,,0,0,0,特別休暇,0.3,なし,なし,あり,885,PJ0011,大阪オフィス,通常,木,管理
2026-02-12,EMP0090,DX推進部,主任,10:33,18:33,480,0,0,,0.0,あり,あり,なし,894,PJ0020,リモート,フレックス,木,開発
2026-02-12,EMP0052,営業2部,部長,09:08,17:08,480,0,0,,0.6,あり,なし,なし,1873,PJ0005,工場,シフトB,木,事務
2026-02-12,EMP0189,DX推進部,一般,08:28,16:45,480,17,0,,0.9,なし,あり,あり,1424,PJ0007,本社,シフトA,木,営業活動
2026-02-12,EMP0187,総務部,一般,09:49,17:49,480,0,0,,0.1,なし,なし,なし,1340,PJ0025,名古屋オフィス,シフトA,木,事務
2026-02-12,EMP0177,製造1部,課長,09:02,17:38,480,36,0,,0.6,なし,あり,なし,959,PJ0019,工場,シフトB,木,開発
2026-02-12,EMP0099,総務部,一般,09:15,17:00,480,45,0,,0.4,なし,あり,なし,849,PJ0027,大阪オフィス,シフトA,木,製造
2026-02-12,EMP0108,R&D部,一般,09:02,17:03,480,1,0,,0.8,なし,なし,なし,1407,PJ0003,大阪オフィス,フレックス,木,事務
2026-02-12,EMP0113,マーケ部,部長,09:40,17:40,480,0,0,,0.0,なし,なし,なし,780,PJ0011,工場,フレックス,木,サポート
2026-02-12,EMP0107,製造2部,一般,09:50,17:53,480,3,0,,0.7,なし,なし,なし,1041,PJ0021,本社,通常,木,事務
2024-01-19,EMP0043,DX推進部,課長,,,0,0,0,有給,0.4,あり,なし,なし,938,PJ0016,リモート,夜勤,金,営業活動
2024-01-19,EMP0023,営業1部,課長,09:33,17:43,480,10,0,,0.3,なし,なし,なし,1056,PJ0022,大阪オフィス,シフトA,金,製造
2024-01-19,EMP0028,情報システム部,課長,,,0,0,0,特別休暇,0.3,あり,あり,なし,1271,PJ0008,名古屋オフィス,夜勤,金,営業活動
2024-01-19,EMP0152,製造2部,主任,09:56,18:58,480,62,0,,0.7,あり,なし,なし,841,PJ0011,名古屋オフィス,フレックス,金,製造
2024-01-19,EMP0065,情報システム部,課長,10:39,18:26,480,47,0,,0.1,なし,あり,なし,1683,PJ0009,本社,フレックス,金,管理
2024-01-19,EMP0162,情報システム部,一般,08:46,16:16,480,30,0,,0.2,なし,あり,なし,1370,PJ0020,名古屋オフィス,フレックス,金,営業活動
2024-01-19,EMP0168,製造2部,主任,09:04,18:58,480,114,25,,0.7,なし,なし,あり,613,PJ0010,大阪オフィス,シフトA,金,開発
2024-01-19,EMP0022,DX推進部,一般,09:53,17:45,480,52,0,,0.3,あり,なし,なし,851,PJ0021,工場,シフトA,金,管理
2024-01-19,EMP0049,総務部,係長,08:13,16:40,480,27,0,,0.3,あり,なし,なし,1626,PJ0028,工場,シフトA,金,開発
2024-01-19,EMP0134,経理部,部長,09:55,17:55,480,0,0,,0.2,なし,なし,なし,1282,PJ0010,名古屋オフィス,通常,金,開発
2024-01-19,EMP0101,DX推進部,課長,10:44,19:57,480,73,0,,0.3,なし,あり,なし,1234,PJ0018,リモート,通常,金,製造
2024-01-19,EMP0175,営業2部,一般,08:30,16:20,480,50,0,,0.7,なし,あり,なし,662,PJ0027,大阪オフィス,通常,金,営業活動
2024-09-27,EMP0033,情報システム部,主任,08:20,16:20,480,0,0,,0.9,あり,あり,なし,744,PJ0001,リモート,通常,金,サポート
2024-09-27,EMP0161,R&D部,部長,09:22,18:33,480,71,0,,0.8,なし,なし,なし,1036,PJ0002,本社,通常,金,会議
2024-09-27,EMP0078,経理部,課長,,,0,0,0,傷病,0.3,なし,なし,なし,1308,PJ0012,リモート,フレックス,金,製造
2024-09-27,EMP0029,情報システム部,一般,09:13,17:07,480,54,0,,0.6,なし,なし,なし,1288,PJ0019,名古屋オフィス,シフトB,金,会議
2024-09-27,EMP0171,R&D部,課長,08:44,16:42,480,58,0,,0.8,あり,なし,なし,1625,PJ0007,大阪オフィス,シフトA,金,会議
2024-09-27,EMP0163,マーケ部,係長,10:09,18:38,480,29,0,,0.3,あり,なし,なし,1840,PJ0004,工場,夜勤,金,会議
2024-09-27,EMP0130,総務部,係長,08:32,16:34,480,2,0,,0.7,なし,あり,なし,1114,PJ0007,本社,フレックス,金,サポート
2024-09-27,EMP0060,製造1部,課長,09:13,17:17,480,4,0,,0.1,あり,なし,なし,1628,PJ0028,本社,夜勤,金,サポート
2024-09-27,EMP0110,総務部,課長,09:14,17:55,480,41,0,,0.6,なし,なし,なし,1559,PJ0015,本社,シフトA,金,製造
2024-09-27,EMP0159,人事部,主任,09:25,17:55,480,30,0,,0.3,なし,なし,なし,1157,PJ0005,名古屋オフィス,フレックス,金,事務
2024-09-27,EMP0117,営業1部,主任,09:48,18:30,480,102,0,,0.4,あり,あり,なし,1347,PJ0004,名古屋オフィス,フレックス,金,事務
2024-09-27,EMP0102,経理部,一般,08:58,16:58,480,0,0,,0.1,あり,なし,なし,1072,PJ0022,本社,シフトA,金,事務
2024-07-08,EMP0107,製造2部,一般,,,0,0,0,有給,0.9,なし,あり,なし,1089,PJ0023,本社,通常,月,製造
2024-07-08,EMP0074,DX推進部,一般,10:33,18:35,480,2,0,,0.3,なし,なし,なし,1266,PJ0004,本社,シフトB,月,製造
2024-07-08,EMP0155,人事部,一般,08:50,16:34,480,44,0,,0.8,なし,なし,なし,1188,PJ0019,名古屋オフィス,シフトA,月,会議
2024-07-08,EMP0136,製造1部,主任,09:56,17:18,480,22,0,,0.7,あり,なし,なし,955,PJ0019,名古屋オフィス,シフトB,月,製造
2024-07-08,EMP0133,経理部,主任,10:40,18:09,480,29,0,,0.9,あり,なし,なし,1199,PJ0008,大阪オフィス,シフトB,月,会議
2024-07-08,EMP0179,製造2部,一般,08:32,17:00,480,88,0,,0.4,あり,なし,なし,796,PJ0006,工場,フレックス,月,事務
2024-07-08,EMP0057,DX推進部,主任,08:38,16:25,480,47,0,,0.6,なし,なし,なし,930,PJ0021,工場,フレックス,月,事務
2024-07-08,EMP0134,経理部,部長,10:44,18:44,480,0,0,,0.4,あり,あり,なし,850,PJ0016,リモート,夜勤,月,開発
2024-07-08,EMP0063,人事部,主任,08:20,16:15,480,55,0,,0.2,あり,なし,なし,1037,PJ0015,福岡オフィス,フレックス,月,開発
2024-07-08,EMP0149,DX推進部,課長,09:22,17:11,480,49,0,,0.1,なし,なし,なし,1038,PJ0006,名古屋オフィス,夜勤,月,営業活動
2024-07-08,EMP0131,営業2部,一般,10:17,18:17,480,0,0,,0.3,なし,あり,なし,1446,PJ0007,名古屋オフィス,フレックス,月,製造
2024-07-08,EMP0105,R&D部,主任,09:44,19:44,480,120,0,,0.4,あり,なし,なし,813,PJ0023,福岡オフィス,フレックス,月,開発
2024-04-02,EMP0040,マーケ部,一般,09:35,17:40,480,5,0,,0.7,なし,なし,なし,1156,PJ0003,名古屋オフィス,夜勤,火,会議
2024-04-02,EMP0190,営業1部,主任,08:52,16:52,480,0,0,,0.4,あり,なし,なし,1079,PJ0023,大阪オフィス,夜勤,火,営業活動
2024-04-02,EMP0155,人事部,一般,,,0,0,0,有給,0.3,なし,あり,なし,926,PJ0013,工場,シフトA,火,サポート
2024-04-02,EMP0001,経理部,主任,08:53,16:53,480,0,0,,0.9,あり,なし,なし,1068,PJ0017,本社,シフトB,火,管理
2024-04-02,EMP0181,営業1部,一般,08:03,16:25,480,22,0,,0.5,あり,あり,なし,1282,PJ0013,福岡オフィス,シフトA,火,会議
2024-04-02,EMP0115,R&D部,主任,09:40,18:43,480,63,0,,0.4,あり,なし,なし,643,PJ0017,本社,シフトA,火,サポート
2024-04-02,EMP0028,情報システム部,課長,09:48,17:53,480,5,0,,0.9,あり,なし,なし,945,PJ0007,福岡オフィス,フレックス,火,事務
2024-04-02,EMP0071,R&D部,係長,08:22,16:22,480,0,0,,0.8,なし,なし,なし,1228,PJ0018,大阪オフィス,フレックス,火,管理
2024-04-02,EMP0017,経理部,一般,09:49,17:47,480,58,0,,0.8,あり,あり,なし,1666,PJ0016,名古屋オフィス,通常,火,製造
2024-04-02,EMP0129,マーケ部,一般,09:27,17:40,480,13,0,,0.3,なし,あり,なし,1702,PJ0022,名古屋オフィス,シフトA,火,開発
2024-04-02,EMP0127,情報システム部,課長,08:19,17:18,480,119,7,,0.9,なし,なし,なし,1545,PJ0005,工場,フレックス,火,会議
2024-04-02,EMP0024,R&D部,一般,08:09,16:09,480,0,0,,0.5,なし,なし,なし,1000,PJ0023,本社,フレックス,火,サポート
2025-02-18,EMP0125,製造1部,一般,09:00,17:37,480,37,0,,0.0,なし,あり,なし,1550,PJ0026,工場,シフトA,火,サポート
2025-02-18,EMP0137,マーケ部,一般,10:14,18:14,480,0,0,,0.0,なし,なし,なし,1741,PJ0029,本社,通常,火,会議
2025-02-18,EMP0093,DX推進部,一般,09:48,18:54,480,66,0,,0.0,あり,あり,なし,1113,PJ0014,工場,シフトA,火,製造
